Height,Weight,Overall,pozicija
5'11,159,62,B
6'3,165,62,B
6'0,150,62,V
5'11,163,62,N
6'4,205,62,B
6'4,192,62,B
6'2,176,62,B
6'2,181,62,N
6'0,163,62,V
5'9,159,62,B
6'1,176,62,B
5'11,161,62,B
6'2,165,62,V
5'9,157,62,V
5'9,170,62,V
6'0,170,62,V
5'11,172,62,B
5'10,165,62,B
6'0,163,62,V
5'10,154,62,B
6'5,187,62,B
5'11,157,62,B
5'10,168,62,N
6'1,172,62,B
6'1,170,62,V
6'1,157,62,B
5'5,141,62,V
5'10,174,62,N
6'0,176,62,V
5'9,154,62,B
6'0,168,62,V
5'9,152,62,B
5'9,157,62,V
5'10,159,62,V
6'1,176,62,B
6'0,168,62,V
6'1,168,62,V
5'10,165,62,B
5'9,165,62,V
5'10,154,62,V
5'11,165,62,V
5'9,163,62,B
6'1,172,62,B
6'0,159,62,N
6'2,181,62,N
6'0,170,62,B
6'1,181,62,V
5'8,132,62,V
5'7,163,62,V
6'2,176,62,V
6'3,194,62,B
5'9,148,62,B
6'2,159,62,N
6'2,154,62,B
5'9,168,62,B
5'10,148,62,V
5'8,152,62,V
6'0,187,62,B
5'9,165,62,N
5'10,148,62,V
5'7,132,62,V
5'10,163,62,V
6'0,174,62,B
5'10,172,62,V
5'11,159,62,V
6'3,176,62,N
5'8,143,62,N
5'10,159,62,N
5'8,176,62,N
6'0,161,62,B
6'0,165,62,V
6'2,154,62,V
5'9,172,62,N
5'10,159,62,V
5'7,165,62,B
6'2,176,62,N
5'8,141,62,B
5'11,159,62,V
6'1,152,62,V
5'9,152,62,B
6'1,190,62,V
5'7,150,62,V
6'3,185,62,V
5'11,159,62,B
6'0,176,62,V
5'9,161,62,B
6'3,192,62,B
5'11,176,62,V
5'9,154,62,B
6'1,181,62,V
5'8,152,62,V
5'10,157,62,V
5'11,172,62,V
5'9,159,62,N
5'10,152,62,V
5'10,152,62,V
5'9,143,62,V
5'8,152,62,V
6'1,154,62,V
5'10,146,62,B
6'0,163,62,V
5'11,152,62,V
5'9,141,62,B
5'7,150,62,B
5'11,154,62,B
6'0,154,62,N
5'9,154,62,V
5'9,172,62,V
6'0,152,62,V
5'11,170,62,V
6'0,181,62,B
5'11,154,62,V
5'9,139,62,V
6'2,165,62,B
6'0,168,62,B
6'1,159,62,V
6'3,185,62,N
6'0,192,62,B
6'1,183,62,N
5'7,146,62,V
6'0,187,62,B
6'1,172,62,V
6'3,187,62,V
5'9,141,62,V
5'9,146,62,V
5'9,143,62,V
6'0,152,62,B
5'9,143,62,V
6'0,154,62,B
6'1,163,62,B
5'9,141,62,V
5'9,154,62,B
6'2,168,62,B
5'11,165,62,B
5'8,152,62,B
6'0,159,62,B
6'1,170,62,B
6'3,176,62,N
5'9,150,62,V
5'10,172,62,B
5'11,168,62,N
5'11,163,62,N
5'8,137,62,V
6'0,163,62,N
5'9,139,62,V
5'11,157,62,V
5'11,154,62,B
5'10,148,62,V
5'10,165,62,V
6'1,181,62,N
5'9,148,62,V
5'11,179,62,B
5'10,157,62,V
6'0,172,62,B
5'7,139,62,N
5'10,174,62,V
5'10,152,62,B
6'0,161,62,V
5'11,159,62,V
5'9,154,62,V
6'0,165,62,V
5'9,154,62,V
6'2,168,62,V
6'4,187,62,B
5'10,168,62,B
5'6,134,62,V
6'0,163,62,N
6'0,172,62,V
5'9,157,62,V
6'0,154,62,B
5'6,123,62,V
5'10,170,62,N
6'2,190,62,V
5'11,165,62,N
6'0,165,62,V
6'1,163,62,V
5'9,150,62,V
6'0,168,62,B
5'10,163,62,B
5'7,134,62,V
6'2,168,62,N
5'9,154,62,B
6'2,176,62,B
5'9,161,62,B
5'10,154,62,B
5'11,150,62,B
5'10,152,62,V
6'0,152,62,B
6'2,154,62,B
6'0,170,62,B
6'2,190,62,B
5'10,170,62,N
6'0,152,62,N
5'11,165,62,V
6'1,154,62,B
5'10,146,62,V
6'2,176,62,B
6'0,165,62,B
6'0,172,62,B
6'0,170,62,N
6'0,148,62,B
5'10,170,62,N
6'1,183,62,B
6'1,176,62,N
6'3,190,62,B
5'7,154,62,N
6'2,170,62,N
5'11,170,62,N
6'0,159,62,B
6'4,172,62,B
6'2,174,62,V
5'9,148,62,V
6'2,174,62,B
6'0,172,62,B
5'9,154,62,V
6'1,172,62,V
5'10,154,62,B
6'0,165,62,B
5'10,165,62,B
6'1,163,62,B
5'9,148,62,V
5'11,148,62,V
6'2,194,62,N
5'9,161,62,V
6'4,209,62,B
6'1,170,62,B
5'11,165,62,V
6'3,185,62,N
6'1,176,62,B
5'10,146,62,N
5'11,159,62,N
6'2,172,62,N
5'10,165,62,N
5'7,139,62,V
6'2,183,62,B
6'0,174,62,B
6'0,172,62,B
6'0,172,62,B
5'11,154,62,V
6'1,176,62,V
6'0,174,62,B
5'7,152,62,V
6'1,176,62,B
6'1,201,62,N
6'1,179,62,B
6'0,154,62,B
6'2,161,62,V
6'3,176,62,V
5'10,159,62,B
5'10,141,62,N
5'11,150,62,B
6'2,176,62,V
5'9,172,62,B
5'11,168,62,N
5'11,165,62,V
6'2,172,62,B
5'11,163,62,V
6'0,159,62,N
6'0,161,62,V
5'10,154,62,B
5'10,139,62,B
5'11,170,62,N
5'7,139,62,V
5'8,141,62,N
6'0,154,62,B
5'6,132,62,V
6'1,179,62,B
5'10,146,62,V
5'7,154,62,V
5'11,141,61,N
5'11,176,61,V
5'7,154,61,N
6'1,181,61,B
6'0,179,61,B
6'5,216,61,B
5'11,165,61,N
6'2,192,61,B
5'7,163,61,V
5'10,132,61,B
6'0,150,61,V
5'9,154,61,N
5'6,139,61,V
5'11,172,61,B
6'1,176,61,B
5'9,154,61,B
5'8,143,61,V
5'8,128,61,V
5'9,152,61,N
5'9,154,61,V
6'0,170,61,B
6'2,172,61,N
6'1,170,61,B
5'8,146,61,V
6'2,161,61,N
6'3,170,61,B
6'2,176,61,B
6'0,159,61,B
5'10,150,61,B
6'3,176,61,N
6'1,187,61,V
6'4,205,61,B
5'10,154,61,N
6'7,174,61,B
6'2,172,61,B
5'10,132,61,N
5'9,159,61,B
6'4,187,61,B
5'11,168,61,B
6'0,179,61,B
5'10,157,61,B
6'0,157,61,V
6'0,159,61,B
5'11,176,61,N
5'10,157,61,V
5'11,170,61,B
5'11,159,61,B
5'9,159,61,N
5'8,143,61,N
6'0,174,61,B
5'9,150,61,V
5'11,163,61,B
5'11,157,61,V
6'0,174,61,B
5'11,176,61,V
6'1,170,61,V
5'9,143,61,B
5'11,139,61,V
5'10,154,61,B
5'11,154,61,V
5'9,161,61,V
6'0,157,61,V
5'11,165,61,V
6'1,176,61,B
5'11,154,61,B
5'9,150,61,V
5'10,163,61,V
5'8,148,61,V
6'1,161,61,B
6'2,179,61,B
6'2,154,61,B
5'9,150,61,V
5'10,165,61,B
6'4,185,61,B
5'10,179,61,B
5'10,172,61,N
5'11,163,61,N
5'8,154,61,N
5'9,154,61,V
5'10,165,61,N
6'0,176,61,N
6'0,176,61,B
6'0,154,61,V
5'11,157,61,V
5'10,172,61,V
6'1,174,61,B
6'1,176,61,N
5'9,150,61,V
6'2,176,61,B
6'1,152,61,V
5'11,176,61,N
5'10,139,61,B
5'7,128,61,N
5'8,150,61,V
5'10,165,61,V
5'9,143,61,V
5'11,168,61,N
5'11,152,61,V
6'2,157,61,B
5'9,143,61,V
6'0,157,61,N
5'10,157,61,V
6'2,185,61,B
5'9,154,61,B
5'9,165,61,V
6'5,185,61,B
5'6,132,61,V
6'2,183,61,V
5'10,154,61,V
5'9,159,61,N
5'10,152,61,B
6'4,194,61,B
6'1,183,61,B
5'11,165,61,B
5'10,143,61,V
5'6,137,61,V
6'2,179,61,B
6'1,150,61,B
6'3,179,61,N
5'10,159,61,V
6'1,176,61,B
5'6,141,61,V
6'4,196,61,N
6'7,223,61,N
5'11,172,61,N
6'4,183,61,N
5'10,161,61,V
5'3,128,61,V
6'0,174,61,B
5'11,163,61,V
5'8,148,61,V
5'10,159,61,B
5'9,165,61,V
5'9,154,61,V
5'9,154,61,B
5'6,143,61,V
5'10,157,61,V
5'11,163,61,N
5'9,141,61,B
5'8,143,61,V
5'9,148,61,V
5'11,159,61,N
5'9,146,61,N
5'8,146,61,V
6'0,159,61,V
6'2,168,61,B
5'8,137,61,V
5'11,150,61,B
6'3,174,61,V
5'7,152,61,V
5'7,143,61,B
6'1,159,61,V
6'2,172,61,B
6'6,194,61,B
5'10,159,61,N
6'3,181,61,N
6'1,172,61,N
5'9,141,61,V
6'1,163,61,V
5'11,172,61,B
6'0,170,61,N
5'9,146,61,V
6'1,161,61,N
6'0,161,61,B
6'0,174,61,B
6'1,198,61,B
5'11,165,61,N
6'0,165,61,B
5'7,150,61,V
6'2,168,61,V
6'2,159,61,V
6'0,174,61,B
5'10,146,61,B
5'5,154,61,N
5'11,159,61,B
5'9,154,61,N
5'9,148,61,V
6'1,154,61,N
5'9,159,61,V
5'9,168,61,N
6'2,174,61,B
6'0,168,61,B
5'10,165,61,V
5'9,154,61,B
5'9,150,61,N
6'2,172,61,N
5'9,146,61,B
5'9,159,61,V
5'9,152,61,B
6'0,163,61,B
6'1,161,61,N
5'8,146,61,N
5'8,157,61,N
6'0,159,61,B
5'9,150,61,V
6'1,157,61,V
5'7,148,61,V
5'10,141,61,V
5'5,123,61,N
6'3,179,61,B
6'0,161,61,V
6'2,174,61,N
5'9,141,61,V
5'10,154,61,V
6'1,187,61,B
5'7,150,61,V
5'10,163,61,B
6'1,174,61,B
5'10,154,61,V
6'0,174,61,V
6'2,190,61,B
6'0,159,61,V
6'0,165,61,V
5'9,141,61,V
6'2,179,61,B
6'1,183,61,V
5'9,143,61,V
6'1,170,61,V
5'10,161,61,V
6'0,143,61,B
5'7,146,61,V
6'0,170,61,B
6'4,183,61,B
6'1,190,61,N
5'9,157,61,N
6'0,165,61,V
6'1,143,61,N
5'9,159,61,B
6'1,183,61,N
5'11,183,61,V
6'3,181,61,N
5'11,165,61,N
5'11,165,61,V
5'9,159,61,N
5'9,157,61,V
6'0,161,61,B
6'3,165,61,B
5'8,150,61,B
6'1,176,61,V
5'9,159,61,N
6'3,187,61,N
5'9,148,61,B
6'0,159,61,B
5'10,150,61,V
5'9,152,61,V
5'7,141,61,V
5'10,154,61,V
5'7,159,61,N
5'11,159,61,B
6'5,196,61,N
5'11,174,61,B
5'10,143,61,V
6'4,176,61,N
6'2,176,61,N
6'2,172,61,V
5'9,150,61,V
5'11,172,61,N
6'0,150,61,V
5'10,161,61,N
5'7,143,61,V
5'10,165,61,B
6'1,176,61,B
5'6,163,61,B
6'3,181,61,V
6'0,168,61,V
5'11,168,61,N
5'11,165,61,V
6'3,163,61,B
5'10,141,61,B
6'4,183,61,B
5'11,163,61,B
5'9,157,61,V
5'11,161,61,B
6'1,168,61,B
6'0,174,61,B
5'11,159,61,V
6'2,165,61,B
6'1,165,61,N
5'10,165,61,V
5'8,168,61,V
5'6,126,61,B
6'0,161,61,V
5'11,174,61,V
6'5,187,61,B
6'0,172,61,V
6'2,170,61,B
6'0,139,61,V
5'11,165,61,V
6'1,176,61,B
5'10,159,61,B
5'9,154,61,V
6'4,176,61,B
5'9,154,61,V
6'0,165,61,B
5'9,176,61,V
6'1,183,61,V
6'1,163,61,N
5'9,146,61,V
6'2,179,61,B
5'8,150,61,V
5'8,154,61,B
6'2,172,61,B
5'10,172,61,V
5'7,150,61,V
6'0,165,61,N
5'9,157,61,V
6'1,165,61,V
6'2,179,61,V
5'9,152,61,V
5'8,168,61,B
6'3,176,61,N
5'9,157,61,B
5'10,168,61,V
5'11,163,61,B
5'9,150,61,V
6'0,159,61,B
6'2,165,61,B
6'1,174,61,B
6'0,170,61,N
5'10,154,61,N
5'11,168,61,V
5'11,152,61,V
5'11,154,61,B
6'2,168,61,B
6'4,172,61,N
6'0,159,61,B
6'0,168,61,V
6'0,163,61,N
5'9,141,61,V
5'7,143,61,V
6'4,157,61,B
6'0,168,61,B
5'9,154,61,V
5'8,148,61,B
5'11,165,61,B
5'9,154,61,V
5'6,143,61,V
5'11,154,61,N
5'10,161,61,V
6'2,190,61,B
6'5,183,61,B
6'0,161,61,B
5'8,139,61,V
5'9,154,61,B
6'1,154,61,B
6'2,170,61,B
5'9,172,61,V
6'1,187,61,V
5'11,161,61,V
5'11,170,61,N
5'8,150,61,B
5'10,163,61,B
5'7,154,61,V
5'11,154,61,B
5'9,159,61,B
6'2,165,61,N
6'5,201,61,B
5'10,170,61,N
5'11,183,61,B
5'8,152,61,V
5'9,132,61,V
5'11,176,61,B
5'10,165,61,V
5'9,159,61,B
5'11,159,61,B
5'11,170,61,B
5'8,139,61,B
6'2,165,61,B
6'1,170,61,V
5'9,150,61,V
5'9,150,61,V
5'11,172,61,B
6'2,185,61,B
5'9,154,61,B
5'9,137,61,V
5'10,161,61,V
5'7,165,61,V
6'1,172,61,N
5'10,161,61,V
6'0,163,61,B
5'9,161,61,V
6'2,185,61,B
5'10,165,61,V
6'3,187,61,N
6'1,172,61,N
5'11,165,61,B
6'0,168,61,B
6'1,168,61,V
6'1,168,61,N
6'2,176,61,V
5'10,148,61,V
5'9,143,61,V
6'2,172,61,B
5'11,172,61,V
5'11,152,61,V
5'10,168,61,N
5'10,152,61,B
5'8,194,61,N
5'9,154,61,V
5'10,154,61,B
5'10,170,61,B
5'7,157,61,B
5'10,161,61,N
5'10,154,61,B
6'3,163,61,B
5'10,148,61,V
5'11,181,61,V
6'3,161,61,B
5'10,137,61,B
5'9,170,61,V
5'9,148,61,V
6'0,150,61,N
6'3,190,61,B
5'10,161,61,V
6'2,187,61,B
5'5,134,61,V
5'11,146,61,N
5'8,163,61,V
5'4,143,61,V
6'0,163,61,B
6'2,183,61,V
5'6,134,61,N
6'3,165,61,B
5'10,163,61,V
5'9,163,61,N
6'1,168,61,V
5'11,165,61,N
5'7,146,61,B
6'2,176,61,N
6'3,185,61,B
6'3,172,61,N
5'7,154,61,V
6'2,172,61,B
5'9,157,61,B
5'7,139,61,V
6'0,181,61,B
5'9,154,61,B
6'0,183,61,B
6'1,163,61,V
6'0,181,61,V
5'11,165,61,N
5'11,172,61,B
5'11,152,61,V
6'2,170,61,N
5'9,154,61,B
5'11,159,61,N
5'11,159,61,N
5'11,165,61,V
5'8,148,61,V
5'7,146,61,V
5'8,152,61,V
6'0,165,61,V
5'10,132,61,N
5'10,161,61,N
5'8,141,61,B
6'0,168,61,V
5'8,143,61,V
5'8,150,61,V
6'0,161,61,N
6'1,168,61,B
6'0,157,61,V
6'2,172,61,B
6'1,179,61,V
5'11,168,61,B
6'3,179,61,B
6'2,187,61,B
5'7,146,61,N
6'5,212,61,B
6'0,165,61,V
6'0,161,61,V
6'2,183,61,N
6'0,170,61,B
5'7,146,61,V
6'0,165,61,N
6'0,161,61,N
5'11,150,61,V
5'10,161,61,B
5'8,157,61,N
5'11,170,61,N
6'0,174,61,N
5'9,154,61,V
5'9,165,61,N
5'10,179,61,N
5'11,170,61,B
5'5,139,61,V
5'10,154,61,V
5'9,154,61,V
6'0,170,61,V
6'1,170,61,N
6'0,172,61,N
6'1,165,61,B
5'10,163,61,N
5'6,137,61,N
5'9,152,61,B
5'8,154,61,V
5'11,165,61,N
5'9,146,60,V
6'0,163,60,B
5'11,165,60,V
6'1,165,60,V
5'10,159,60,V
5'10,141,60,V
6'0,141,60,N
5'11,165,60,V
6'0,163,60,V
5'9,154,60,B
5'11,154,60,N
5'9,165,60,N
6'1,181,60,V
6'1,161,60,V
5'10,168,60,N
5'7,132,60,V
6'1,157,60,V
5'7,137,60,N
6'0,168,60,B
6'1,154,60,B
5'10,159,60,V
6'0,165,60,V
5'8,154,60,B
5'11,181,60,V
6'0,150,60,N
5'8,132,60,B
6'1,176,60,N
6'1,176,60,B
5'6,141,60,V
5'6,165,60,V
5'10,143,60,V
5'9,141,60,V
5'7,143,60,V
6'0,165,60,V
6'3,179,60,B
5'9,150,60,B
5'10,152,60,B
5'11,176,60,B
6'0,154,60,B
5'11,154,60,V
6'1,176,60,B
6'3,174,60,B
6'0,172,60,B
6'0,170,60,B
5'9,168,60,N
6'1,181,60,B
6'0,168,60,N
5'6,148,60,V
6'2,196,60,B
6'3,187,60,V
5'11,154,60,N
6'1,168,60,V
5'11,159,60,V
5'9,154,60,V
6'2,170,60,B
5'9,152,60,N
5'11,165,60,V
5'8,154,60,V
5'10,159,60,V
5'11,165,60,N
5'10,157,60,V
5'9,159,60,V
5'8,143,60,V
5'7,141,60,N
6'1,181,60,B
5'10,141,60,V
5'7,128,60,B
5'10,148,60,B
5'9,154,60,N
6'0,174,60,B
6'4,185,60,B
6'2,179,60,B
6'2,176,60,B
6'2,168,60,B
6'3,154,60,V
5'11,161,60,N
5'11,157,60,B
5'9,159,60,V
6'3,176,60,B
5'11,154,60,V
5'10,161,60,V
5'8,143,60,N
5'5,137,60,B
5'10,159,60,B
6'1,183,60,N
5'11,176,60,V
6'1,165,60,V
6'1,176,60,B
6'2,165,60,B
6'5,172,60,B
5'10,161,60,B
6'4,170,60,N
6'2,190,60,B
5'10,154,60,B
5'11,163,60,V
6'1,168,60,B
5'10,163,60,B
5'10,150,60,V
6'0,170,60,V
6'0,170,60,V
5'7,143,60,V
6'4,165,60,B
5'11,150,60,B
6'1,172,60,B
5'11,154,60,B
6'2,185,60,B
5'8,150,60,N
5'11,154,60,B
5'11,165,60,V
5'11,181,60,B
5'9,132,60,B
6'2,176,60,N
5'11,165,60,V
6'2,168,60,V
5'10,148,60,V
5'10,163,60,B
6'0,159,60,B
5'7,143,60,V
5'11,168,60,V
6'2,168,60,B
5'10,146,60,V
6'0,172,60,N
6'1,170,60,B
5'6,150,60,V
5'7,141,60,B
6'0,170,60,B
5'11,154,60,B
5'10,159,60,N
6'0,159,60,B
5'11,181,60,N
6'1,165,60,B
5'10,143,60,V
6'4,194,60,B
5'10,146,60,N
6'0,159,60,B
6'0,163,60,V
5'11,154,60,V
6'1,179,60,B
6'0,161,60,V
6'4,172,60,V
6'0,159,60,N
5'10,154,60,B
5'10,163,60,V
6'1,161,60,B
6'3,194,60,B
6'0,172,60,B
6'0,152,60,V
6'2,172,60,V
5'11,157,60,B
6'0,148,60,B
6'1,176,60,B
5'11,134,60,N
5'10,159,60,V
5'11,168,60,B
6'0,165,60,N
6'0,168,60,B
5'8,132,60,N
6'2,176,60,N
6'7,187,60,N
6'0,154,60,V
6'0,165,60,V
6'1,176,60,B
5'11,170,60,N
5'9,154,60,V
5'10,159,60,V
5'9,141,60,V
5'10,132,60,V
6'2,187,60,B
5'10,159,60,B
6'1,170,60,B
5'9,163,60,V
5'10,163,60,V
5'10,143,60,V
5'10,159,60,B
5'9,159,60,N
5'7,152,60,V
5'11,148,60,V
5'10,161,60,V
5'10,159,60,N
5'7,148,60,N
6'0,161,60,N
5'7,132,60,N
5'9,141,60,V
6'1,179,60,B
5'11,165,60,V
5'8,159,60,V
5'9,143,60,V
5'10,163,60,V
6'0,185,60,V
5'8,150,60,V
6'2,172,60,V
6'3,181,60,N
6'0,154,60,B
6'0,163,60,B
6'0,154,60,B
5'10,143,60,V
5'11,143,60,B
5'9,137,60,B
5'8,161,60,V
5'7,146,60,B
5'8,165,60,B
5'10,163,60,B
5'7,146,60,V
6'1,172,60,N
6'3,196,60,V
5'7,137,60,N
5'11,165,60,V
5'9,165,60,V
6'0,165,60,V
5'11,154,60,V
5'8,146,60,V
5'7,128,60,V
5'11,154,60,B
5'5,137,60,V
5'11,170,60,B
5'10,161,60,B
6'2,181,60,N
6'4,172,60,V
5'10,154,60,N
5'5,143,60,N
6'2,174,60,B
5'11,157,60,V
5'11,163,60,V
5'11,161,60,V
6'1,168,60,V
5'7,132,60,V
6'0,179,60,N
5'7,148,60,V
5'7,143,60,N
5'10,163,60,B
5'7,152,60,V
5'9,154,60,V
6'2,163,60,N
6'0,165,60,B
6'1,176,60,B
6'0,143,60,B
5'8,141,60,V
5'7,143,60,N
6'2,192,60,B
5'11,154,60,B
5'9,141,60,N
6'0,161,60,V
5'11,161,60,N
5'9,141,60,V
5'11,143,60,V
5'10,161,60,B
5'11,152,60,V
6'0,163,60,B
5'10,161,60,B
6'0,168,60,V
5'10,148,60,V
5'10,165,60,V
6'2,176,60,B
5'9,154,60,V
5'9,154,60,V
5'8,154,60,N
5'8,159,60,V
5'9,165,60,V
5'11,165,60,V
6'0,161,60,N
5'9,150,60,N
5'9,154,60,V
6'1,159,60,N
6'4,187,60,B
5'9,123,60,V
5'9,143,60,B
6'0,159,60,V
6'1,161,60,V
5'9,154,60,B
5'8,150,60,N
5'11,170,60,B
5'9,146,60,V
5'10,165,60,B
5'9,165,60,V
5'10,150,60,B
5'9,163,60,V
5'9,143,60,V
5'10,161,60,B
5'10,181,60,N
5'10,165,60,N
6'3,187,60,B
6'2,176,60,B
5'10,154,60,V
5'7,146,60,N
5'10,170,60,V
5'9,154,60,V
5'9,159,60,V
5'10,152,60,V
5'7,143,60,N
5'8,143,60,V
5'9,157,60,B
5'9,154,60,V
6'0,165,60,V
5'9,154,60,V
5'11,154,60,B
6'5,176,60,N
6'2,172,60,B
6'0,172,60,B
5'11,159,60,V
5'10,154,60,B
5'11,165,60,N
6'0,161,60,N
5'11,163,60,V
5'9,168,60,N
5'7,139,60,V
5'10,168,60,V
6'1,183,60,B
5'6,146,60,V
5'11,165,60,N
5'9,152,60,V
5'11,165,60,V
6'2,176,60,V
5'10,163,60,B
6'0,165,60,V
6'0,161,60,V
6'1,168,60,V
6'1,168,60,V
5'10,163,60,V
5'11,165,60,N
6'0,187,60,B
5'10,161,60,B
5'10,168,60,B
6'0,183,60,B
5'9,154,60,V
5'11,165,60,B
6'0,176,60,V
6'1,165,60,B
6'0,165,60,V
5'10,154,60,V
5'10,168,60,V
5'11,172,60,B
6'3,174,60,V
5'7,143,60,B
6'2,172,60,B
5'9,154,60,V
5'6,132,60,B
6'1,165,60,B
5'10,161,60,V
5'10,157,60,N
6'4,165,60,B
5'7,150,60,B
6'2,176,60,B
5'11,168,60,V
6'3,170,60,B
6'1,165,60,N
5'10,154,60,B
6'0,154,60,V
6'0,168,60,B
5'8,141,60,V
6'0,179,60,B
6'0,159,60,N
5'11,152,60,V
6'0,165,60,V
5'9,159,60,B
6'4,234,60,N
6'4,187,60,B
5'8,159,60,B
6'0,168,60,V
5'10,172,60,V
5'11,168,60,V
5'7,154,60,V
5'7,152,60,V
5'11,161,60,V
5'8,137,60,V
6'2,165,60,B
5'9,154,60,N
5'10,143,60,V
5'11,165,60,V
5'8,165,60,B
5'9,154,60,V
6'2,165,60,B
6'0,165,60,N
6'0,137,60,V
5'10,157,60,V
5'11,176,60,B
6'2,181,60,N
5'9,150,60,V
6'1,179,60,V
5'9,150,60,V
6'0,163,60,V
6'0,161,60,N
5'7,146,60,B
5'10,146,60,V
6'0,172,60,B
5'11,154,60,V
6'1,168,60,B
5'11,168,60,B
6'0,154,60,B
5'11,165,60,B
5'7,139,60,V
5'7,139,60,V
5'11,172,60,N
5'10,165,60,N
5'7,143,60,N
5'10,165,60,V
5'9,152,60,V
5'9,159,60,N
6'0,161,60,V
6'1,161,60,B
5'9,132,60,N
6'5,194,60,B
6'0,170,60,V
5'9,130,60,V
5'10,157,60,V
5'11,154,60,N
5'9,157,60,B
5'10,146,60,V
6'1,172,60,N
5'11,161,60,V
6'3,185,60,B
5'7,154,60,N
5'10,163,60,V
6'1,172,60,B
5'11,161,60,N
5'10,137,60,B
6'3,176,60,B
5'10,172,60,N
6'2,159,60,B
6'0,161,60,V
5'11,161,60,B
5'8,143,60,N
6'4,181,60,B
5'8,150,60,N
5'10,143,60,V
5'11,163,60,N
6'1,176,60,N
5'6,154,60,V
6'3,176,60,V
6'3,192,60,B
5'8,154,60,B
5'9,161,60,V
5'9,165,60,V
6'1,179,60,B
6'0,150,60,B
5'7,130,60,V
6'0,176,60,B
6'2,170,60,V
5'11,174,60,B
6'2,176,60,B
6'0,165,60,V
5'4,141,60,V
5'11,132,60,V
6'1,141,60,V
5'8,148,59,B
5'10,154,59,B
5'7,132,59,V
6'0,172,59,B
5'10,176,59,B
5'9,154,59,B
6'0,172,59,N
6'0,163,59,V
6'0,150,59,B
5'9,143,59,V
5'10,143,59,V
5'11,170,59,N
6'5,185,59,N
5'7,143,59,V
6'0,154,59,V
6'2,176,59,B
5'11,161,59,V
6'1,176,59,B
5'9,157,59,V
5'9,154,59,V
6'1,161,59,N
5'11,163,59,N
5'11,165,59,V
6'4,165,59,N
6'1,170,59,V
5'9,148,59,V
5'10,172,59,V
5'9,176,59,V
5'7,152,59,B
5'10,154,59,V
6'1,165,59,V
6'1,165,59,N
5'10,154,59,V
5'7,137,59,V
5'10,154,59,V
5'10,159,59,N
5'8,152,59,N
5'11,154,59,N
6'1,165,59,N
6'0,161,59,B
5'7,150,59,V
6'2,179,59,B
5'10,143,59,V
5'10,170,59,B
6'7,172,59,V
5'10,154,59,N
5'9,132,59,V
5'6,143,59,N
5'9,146,59,V
6'5,174,59,B
5'10,150,59,B
6'1,161,59,B
6'1,159,59,B
5'11,165,59,V
6'3,185,59,B
6'0,161,59,V
6'3,187,59,B
5'11,165,59,B
5'9,154,59,V
5'11,170,59,B
5'8,141,59,N
5'10,170,59,N
6'1,168,59,N
5'9,161,59,B
5'11,176,59,B
5'9,146,59,B
5'10,146,59,V
6'5,161,59,B
6'1,172,59,B
5'8,154,59,V
5'10,161,59,B
5'7,157,59,B
6'2,176,59,B
6'0,172,59,V
6'2,181,59,B
5'11,159,59,V
5'10,139,59,V
5'7,141,59,V
6'0,157,59,B
5'10,172,59,B
5'6,146,59,V
6'0,172,59,B
5'10,154,59,V
5'10,163,59,V
5'10,141,59,N
6'0,159,59,B
6'0,143,59,V
5'9,150,59,V
6'4,176,59,B
6'4,183,59,V
6'5,181,59,V
5'9,152,59,B
5'9,141,59,B
5'10,161,59,V
6'1,163,59,V
6'2,163,59,V
5'8,159,59,V
5'9,141,59,N
5'10,168,59,V
6'0,161,59,V
5'9,165,59,B
5'5,150,59,B
5'11,176,59,N
6'4,187,59,B
6'0,159,59,B
6'0,181,59,N
5'7,150,59,V
6'0,176,59,V
5'11,163,59,V
6'4,196,59,B
5'11,176,59,V
6'1,165,59,B
6'3,165,59,B
5'10,161,59,V
6'0,172,59,B
5'8,154,59,N
6'0,170,59,B
6'3,161,59,V
6'0,179,59,N
5'7,165,59,B
5'11,154,59,V
6'1,154,59,V
5'9,152,59,V
5'10,152,59,V
5'10,152,59,V
6'4,187,59,N
5'10,168,59,V
6'1,179,59,V
5'9,148,59,N
5'8,130,59,V
5'10,179,59,V
5'9,161,59,B
5'7,154,59,N
5'9,148,59,V
5'11,154,59,B
6'0,192,59,B
5'11,165,59,B
5'9,150,59,V
6'4,207,59,N
5'7,143,59,V
5'7,165,59,V
5'11,146,59,V
6'3,181,59,V
5'7,132,59,V
5'10,154,59,N
5'9,139,59,B
6'0,170,59,V
5'9,157,59,N
6'4,194,59,B
6'2,165,59,V
5'10,150,59,V
5'11,148,59,V
6'2,185,59,V
6'6,176,59,V
5'8,150,59,V
6'1,163,59,B
5'9,143,59,V
5'7,154,59,V
5'9,150,59,V
6'0,185,59,B
5'10,163,59,V
5'11,163,59,B
5'10,159,59,N
5'7,139,59,V
5'11,165,59,V
5'10,179,59,V
5'9,163,59,V
5'9,159,59,B
6'5,172,59,B
5'5,143,59,V
5'7,141,59,V
5'11,163,59,B
5'11,170,59,V
5'11,159,59,V
5'11,143,59,V
6'0,176,59,B
5'7,139,59,V
6'2,176,59,B
5'11,157,59,V
5'10,150,59,B
5'9,152,59,B
6'0,172,59,N
5'9,154,59,V
5'8,141,59,V
5'9,141,59,V
5'10,159,59,N
5'11,172,59,V
5'5,117,59,V
5'8,157,59,B
5'9,152,59,B
