Name,pozicija,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
Y. Roemer,N,58,58,58,58,59,59,59,58,57,57,57,56,49,49,49,56,40,36,36,36,40,38,31,31,31,38,38,66,50,54,60,68,52,34,39,59,71,68,58,53,68,59,59,59,48,59,30,12,48,54,71,48,22,15,20,9,9,11,10,9,59
R. Simpson,N,58,58,58,56,57,57,57,56,56,56,56,57,55,55,55,57,52,51,51,51,52,51,50,50,50,51,52,57,56,56,50,56,46,50,50,55,53,64,60,59,58,61,68,72,76,50,54,44,59,60,54,61,39,44,39,6,7,11,16,11,59
Kim Gyeong Jae,B,45,45,45,50,47,47,47,50,47,47,47,51,47,47,47,51,56,52,52,52,56,57,58,58,58,57,55,23,55,46,22,53,29,25,28,52,57,70,70,60,66,35,74,62,63,19,58,57,53,48,39,50,56,61,57,9,13,8,11,10,59
Jeong Seung Won,V,57,57,57,58,58,58,58,58,57,57,57,58,53,53,53,58,48,45,45,45,48,46,42,42,42,46,51,57,51,57,46,60,39,41,48,59,65,67,66,59,48,53,82,62,58,52,34,36,60,54,45,46,44,24,25,12,12,8,13,11,59
M. Šverko,B,46,46,46,50,47,47,47,50,48,48,48,52,50,50,50,52,58,56,56,56,58,58,59,59,59,58,59,20,55,58,23,56,46,39,49,59,65,68,61,56,55,47,47,53,73,28,65,59,33,36,38,43,53,62,55,10,7,12,7,12,59
T. Corbaz,V,55,55,55,57,57,57,57,57,58,58,58,58,57,57,57,58,57,58,58,58,57,57,57,57,57,57,52,55,49,62,45,56,43,38,60,57,75,67,62,54,69,55,65,58,58,42,58,57,52,63,45,44,58,58,55,13,9,6,8,10,59
B. Lika,B,56,56,56,61,59,59,59,61,60,60,60,61,58,58,58,61,58,57,57,57,58,58,55,55,55,58,56,48,43,59,39,65,58,46,56,63,79,79,70,59,66,56,60,59,60,46,65,51,56,59,46,60,52,56,54,5,9,5,12,14,59
K. Sidibé,V,53,53,53,51,52,52,52,51,52,52,52,53,54,54,54,53,56,58,58,58,56,57,60,60,60,57,43,37,65,66,38,57,42,41,55,61,58,57,49,55,51,62,56,58,70,36,63,51,42,42,48,45,55,61,62,6,10,10,15,14,59
A. Ramalingom,N,58,58,58,57,57,57,57,57,57,57,57,55,49,49,49,55,40,38,38,38,40,38,34,34,34,38,32,61,64,58,41,59,38,30,49,58,80,77,67,52,74,50,63,54,64,54,28,17,49,49,69,58,25,11,14,10,12,7,14,9,59
O. Al Khalaf,V,51,51,51,55,54,54,54,55,56,56,56,57,56,56,56,57,57,58,58,58,57,56,57,57,57,56,48,35,46,63,41,63,45,37,58,60,63,67,70,57,73,48,61,56,68,31,64,55,52,56,49,57,55,57,54,8,14,9,11,13,59
V. Kušej,N,56,56,56,59,59,59,59,59,58,58,58,57,50,50,50,57,42,36,36,36,42,39,31,31,31,39,45,61,42,53,50,60,51,55,35,62,77,70,79,51,91,51,63,56,37,49,26,20,64,58,64,43,22,18,16,11,15,6,13,11,59
F. Manzo,V,53,53,53,57,56,56,56,57,57,57,57,58,55,55,55,58,50,49,49,49,50,47,43,43,43,47,45,48,34,63,44,64,50,48,59,61,67,68,70,51,67,55,51,64,61,42,41,32,50,54,43,57,36,40,38,11,12,6,12,14,59
B. Chorbadzhiyski,B,40,40,40,37,37,37,37,37,35,35,35,38,36,36,36,38,47,47,47,47,47,51,57,57,57,51,21,24,65,26,27,45,23,20,28,45,62,61,47,44,42,40,69,58,67,16,59,48,25,30,35,58,57,66,63,14,7,6,5,13,59
A. Sissoko,B,44,44,44,50,46,46,46,50,47,47,47,52,48,48,48,52,57,54,54,54,57,58,55,55,55,58,64,30,51,57,32,54,33,28,48,51,66,62,60,53,75,26,56,57,53,22,50,52,44,34,32,49,53,66,62,6,7,12,12,7,59
P. McClean,B,49,49,49,46,46,46,46,46,44,44,44,46,44,44,44,46,52,50,50,50,52,53,57,57,57,53,40,33,59,38,57,50,40,42,36,50,65,62,58,52,53,55,77,67,76,43,74,50,42,32,52,44,55,54,57,14,6,13,11,10,59
S. Sidler,B,52,52,52,55,53,53,53,55,54,54,54,56,54,54,54,56,57,56,56,56,57,58,56,56,56,58,52,49,55,59,40,62,45,37,55,56,69,62,64,53,60,43,66,64,55,41,51,52,47,46,38,46,55,62,61,6,8,6,9,10,59
C. Kühlwetter,V,61,61,61,58,59,59,59,58,58,58,58,57,53,53,53,57,46,44,44,44,46,44,42,42,42,44,45,63,58,56,57,56,46,39,45,58,64,67,62,60,60,65,66,67,64,58,60,28,63,55,62,52,22,31,25,6,8,6,5,9,59
A. Mitchell,B,41,41,41,42,40,40,40,42,41,41,41,44,44,44,44,44,53,53,53,53,53,54,58,58,58,54,38,24,56,46,25,48,26,31,42,50,56,63,57,45,60,37,67,67,74,29,62,54,24,31,43,57,58,62,56,14,9,11,12,14,59
Gao Jiarun,V,53,53,53,54,55,55,55,54,56,56,56,56,55,55,55,56,55,56,56,56,55,55,57,57,57,55,34,32,53,52,32,63,37,32,52,53,73,74,65,56,65,50,65,69,74,40,63,61,63,62,43,58,60,51,49,8,12,16,12,8,59
A. Gamboa,B,42,42,42,42,41,41,41,42,43,43,43,45,46,46,46,45,51,53,53,53,51,53,57,57,57,53,41,21,58,51,23,41,22,27,52,51,57,61,60,43,59,44,58,61,81,25,64,48,27,41,33,43,52,61,56,14,15,10,12,12,59
J. Abbel,B,43,43,43,49,46,46,46,49,45,45,45,50,46,46,46,50,57,52,52,52,57,57,57,57,57,57,58,25,49,43,27,59,35,34,35,46,66,63,56,55,65,29,56,63,56,25,66,57,50,38,37,40,57,64,63,6,8,10,14,11,59
Han Seung Wook,V,54,54,54,56,56,56,56,56,58,58,58,57,57,57,57,57,53,54,54,54,53,51,50,50,50,51,43,56,35,62,38,55,48,44,61,57,63,69,64,54,75,54,71,66,67,56,56,46,51,60,42,51,51,39,47,8,12,11,9,12,59
C. Manley,B,53,53,53,55,53,53,53,55,54,54,54,55,53,53,53,55,57,55,55,55,57,57,57,57,57,57,54,41,54,58,32,53,53,39,52,56,73,69,67,52,66,54,70,61,61,47,60,53,55,47,44,49,58,56,58,8,12,10,13,13,59
J. Peñaloza,N,54,54,54,58,58,58,58,58,58,58,58,56,51,51,51,56,45,41,41,41,45,42,35,35,35,42,42,60,29,54,44,63,59,39,36,62,68,66,67,56,69,56,53,58,46,61,25,26,52,60,59,61,35,24,29,9,10,5,7,14,59
D. Martinović,N,57,57,57,57,58,58,58,57,55,55,55,55,46,46,46,55,41,35,35,35,41,38,33,33,33,38,36,53,52,46,35,67,33,26,27,61,75,79,73,55,71,59,67,62,64,48,32,19,58,44,55,43,19,12,16,9,6,14,14,7,59
T. Müsel,N,57,57,57,59,58,58,58,59,58,58,58,58,52,52,52,58,45,42,42,42,45,43,37,37,37,43,53,58,51,62,53,64,52,56,45,65,73,68,67,46,64,55,53,54,61,52,35,27,55,48,49,41,22,24,26,13,13,8,8,8,59
E. Coronel,B,43,43,43,41,41,41,41,41,41,41,41,43,45,45,45,43,55,55,55,55,55,57,60,60,60,57,32,25,59,55,28,31,30,32,34,56,55,57,49,58,75,47,70,64,58,22,52,55,30,29,45,50,66,64,66,7,10,13,9,8,59
W. Ditta,B,41,41,41,40,40,40,40,40,42,42,42,43,47,47,47,43,51,54,54,54,51,53,57,57,57,53,25,22,63,57,27,37,24,22,48,48,59,55,48,58,62,32,75,68,77,20,49,59,25,37,31,61,51,55,49,14,6,7,15,8,59
J. Andersson,B,49,49,49,55,52,52,52,55,54,54,54,57,54,54,54,57,58,55,55,55,58,58,53,53,53,58,58,39,48,59,32,54,25,32,57,53,78,79,73,51,77,41,69,80,54,36,57,49,48,55,31,49,62,48,51,7,10,9,10,12,59
Lee Sang Hyeob,V,57,57,57,57,58,58,58,57,59,59,59,57,58,58,58,57,52,53,53,53,52,52,50,50,50,52,43,55,49,61,49,55,55,63,58,54,52,70,75,60,77,65,48,59,58,52,45,52,64,66,50,50,34,50,51,11,15,7,7,8,59
R. Sykes,B,41,41,41,39,39,39,39,39,39,39,39,42,43,43,43,42,52,53,53,53,52,54,58,58,58,54,28,25,60,50,25,38,24,24,45,43,63,60,55,55,52,40,78,68,70,27,55,57,25,25,39,55,58,58,56,12,9,15,14,7,59
P. Kucharczyk,B,42,42,42,42,42,42,42,42,43,43,43,45,47,47,47,45,53,54,54,54,53,54,58,58,58,54,31,19,61,54,26,51,32,29,51,57,59,62,41,45,61,45,72,63,68,27,54,57,23,31,39,48,52,62,58,12,12,13,7,14,59
P. Bucha,V,51,51,51,56,56,56,56,56,58,58,58,57,58,58,58,57,53,54,54,54,53,52,47,47,47,52,43,44,37,67,40,56,43,35,66,57,69,68,64,58,77,52,57,45,46,37,43,57,51,66,47,57,34,47,49,13,8,10,6,12,59
K. Colvey,B,48,48,48,50,48,48,48,50,49,49,49,52,51,51,51,52,58,56,56,56,58,58,57,57,57,58,51,34,46,55,38,48,50,41,52,45,71,65,61,55,67,40,59,77,65,46,65,58,54,39,57,49,58,61,57,8,7,10,14,11,59
O. Al Sunain,B,45,45,45,52,48,48,48,52,48,48,48,53,46,46,46,53,58,52,52,52,58,58,54,54,54,58,47,28,43,53,27,54,30,28,35,49,92,92,71,50,87,22,71,70,59,25,56,54,49,35,30,40,53,57,55,12,13,5,13,10,59
B. Wilmot,B,38,38,38,32,34,34,34,32,34,34,34,35,40,40,40,35,46,52,52,52,46,50,58,58,58,50,23,16,59,41,28,16,28,28,53,32,50,51,43,57,51,57,73,54,71,32,67,57,29,36,31,50,62,57,54,13,10,11,5,15,59
S. Kelly,V,53,53,53,58,56,56,56,58,57,57,57,58,52,52,52,58,49,46,46,46,49,47,41,41,41,47,55,52,35,58,35,58,55,53,52,57,77,78,73,47,62,51,31,57,64,50,35,31,55,56,52,58,33,38,37,7,8,10,6,7,59
M. Bachini,B,34,34,34,31,31,31,31,31,31,31,31,33,37,37,37,33,47,49,49,49,47,49,57,57,57,49,22,14,61,37,21,37,24,20,33,45,32,33,41,43,65,37,70,63,69,22,51,58,18,21,23,38,60,62,61,12,8,8,6,9,59
Iván Jaime,V,55,55,55,59,58,58,58,59,59,59,59,59,58,58,58,59,54,53,53,53,54,52,47,47,47,52,56,56,39,64,51,61,62,48,62,64,65,61,62,49,67,61,52,60,49,54,39,47,53,59,49,52,46,46,45,9,14,10,11,6,59
Oh Inpyo,V,53,53,53,58,57,57,57,58,58,58,58,59,54,54,54,59,49,45,45,45,49,46,38,38,38,46,57,55,36,58,43,64,44,46,54,62,69,71,59,52,75,62,52,64,39,47,39,21,39,64,49,58,37,32,38,13,14,9,11,7,59
R. Ariza,V,49,49,49,54,53,53,53,54,55,55,55,57,55,55,55,57,50,48,48,48,50,47,40,40,40,47,46,44,44,67,37,56,45,43,63,50,77,67,73,54,81,47,84,90,41,39,42,25,44,56,43,59,53,28,20,14,16,11,11,9,59
N. Tenaglia,B,47,47,47,52,50,50,50,52,52,52,52,53,51,51,51,53,57,55,55,55,57,58,58,58,58,58,54,27,54,63,34,59,31,40,31,58,58,62,59,57,58,30,60,49,56,33,66,57,51,45,40,48,40,68,69,12,7,9,8,8,59
J. Meier,B,49,49,49,51,49,49,49,51,48,48,48,51,48,48,48,51,57,54,54,54,57,58,58,58,58,58,53,49,51,45,38,54,43,39,41,43,65,58,62,62,59,38,60,63,63,37,62,56,48,44,33,42,59,65,66,6,10,10,15,14,59
N. Yamada,V,55,55,55,59,59,59,59,59,59,59,59,60,58,58,58,60,55,56,56,56,55,54,50,50,50,54,30,44,32,66,44,64,62,52,58,65,83,72,80,64,83,45,69,75,56,47,63,55,67,36,42,62,42,43,42,14,14,13,15,6,59
P. Arredondo,B,38,38,38,34,34,34,34,34,33,33,33,35,35,35,35,35,48,46,46,46,48,52,58,58,58,52,30,24,62,32,27,23,23,22,25,33,57,68,45,43,47,32,82,59,78,33,49,49,29,34,34,40,58,67,62,10,7,12,7,13,59
K. Taylor,V,54,54,54,57,56,56,56,57,58,58,58,58,55,55,55,58,49,48,48,48,49,48,44,44,44,48,56,50,49,61,52,61,62,53,59,61,69,63,65,58,70,61,57,48,51,47,43,26,45,59,50,62,33,43,45,8,12,7,6,9,59
M. Baghdadi,V,49,49,49,57,54,54,54,57,55,55,55,57,54,54,54,57,54,50,50,50,54,53,47,47,47,53,57,48,40,53,34,59,42,43,50,60,70,66,74,59,71,29,75,61,45,34,53,53,51,55,46,41,19,50,53,8,13,6,11,7,59
O. Sterling-James,N,57,57,57,59,57,57,57,59,56,56,56,57,49,49,49,57,47,42,42,42,47,46,41,41,41,46,54,56,46,49,50,60,42,61,48,60,84,82,74,50,68,62,84,53,55,58,31,23,54,46,58,53,47,30,29,10,12,14,15,7,59
Yang Ting,B,49,49,49,48,48,48,48,48,47,47,47,49,48,48,48,49,56,54,54,54,56,58,60,60,60,58,37,31,66,41,31,49,32,30,36,54,67,67,57,63,53,47,82,75,68,41,53,64,41,45,34,53,57,58,57,11,9,8,9,6,59
K. Kaïboue,V,49,49,49,50,50,50,50,50,51,51,51,52,53,53,53,52,57,57,57,57,57,58,58,58,58,58,48,39,60,61,36,52,45,46,59,58,53,63,59,60,65,57,61,54,45,37,62,53,35,41,47,46,64,60,64,7,15,15,6,8,59
V. Burgoa,V,56,56,56,56,57,57,57,56,57,57,57,57,57,57,57,57,56,57,57,57,56,57,56,56,56,57,41,40,54,63,49,60,45,44,59,64,67,64,60,57,67,66,56,60,49,56,60,47,59,48,50,54,62,56,60,13,6,14,9,13,59
Pol Moreno,B,39,39,39,38,38,38,38,38,40,40,40,42,46,46,46,42,53,55,55,55,53,55,57,57,57,55,41,24,61,60,25,21,28,29,61,42,60,56,39,56,56,42,75,60,64,24,40,55,20,39,34,40,59,59,60,10,14,11,14,13,59
M. Blakstad,V,59,59,59,55,57,57,57,55,57,57,57,56,57,57,57,56,54,57,57,57,54,55,56,56,56,55,44,54,66,65,57,51,59,40,60,64,53,63,57,59,35,60,32,58,79,34,42,49,57,54,50,60,52,54,51,10,10,6,7,12,59
S. Tigges,V,57,57,57,56,56,56,56,56,54,54,54,57,53,53,53,57,51,49,49,49,51,49,48,48,48,49,64,59,52,58,49,55,42,28,48,53,55,75,45,49,38,64,53,75,80,55,68,33,55,54,55,43,39,42,33,6,13,14,11,10,59
C. Kablan,B,51,51,51,55,53,53,53,55,54,54,54,56,54,54,54,56,58,56,56,56,58,58,57,57,57,58,58,41,52,58,40,62,52,41,55,49,69,64,66,49,73,51,63,60,50,48,58,54,55,51,39,52,62,63,61,5,8,5,11,11,59
O. Bertel,B,45,45,45,52,49,49,49,52,50,50,50,54,50,50,50,54,58,53,53,53,58,57,53,53,53,57,52,28,37,48,27,54,30,31,42,60,78,71,70,57,80,27,73,72,47,25,55,56,53,42,34,48,55,57,53,11,11,8,10,8,59
J. Bridge,V,53,53,53,58,56,56,56,58,58,58,58,57,54,54,54,57,50,49,49,49,50,48,45,45,45,48,55,48,35,64,36,63,44,48,59,58,73,72,74,43,74,54,47,39,58,50,54,40,55,53,51,50,28,47,44,8,9,15,10,12,59
Song Wenjie,V,58,58,58,58,57,57,57,58,56,56,56,58,51,51,51,58,48,45,45,45,48,45,42,42,42,45,56,55,45,53,45,59,45,34,48,58,75,67,66,55,60,71,37,69,71,52,57,23,58,51,47,50,52,21,27,9,6,10,13,8,59
Raúl Sánchez,V,56,56,56,57,57,57,57,57,56,56,56,57,52,52,52,57,46,44,44,44,46,44,39,39,39,44,58,56,43,62,58,62,56,49,54,66,62,67,55,41,54,65,43,43,59,42,33,25,52,51,69,49,32,36,30,7,6,11,10,8,59
A. Casco,V,53,53,53,56,54,54,54,56,55,55,55,57,52,52,52,57,48,44,44,44,48,46,38,38,38,46,59,53,46,60,46,57,49,49,57,54,65,69,63,47,62,48,45,68,50,44,33,21,58,49,57,56,29,37,34,8,14,8,13,6,59
L. Forte,N,58,58,58,59,58,58,58,59,57,57,57,58,49,49,49,58,41,37,37,37,41,38,33,33,33,38,50,58,56,55,42,60,40,31,40,60,80,78,72,57,70,50,60,61,72,52,46,11,52,49,59,50,11,14,11,8,8,7,12,12,59
D. Cawley,V,54,54,54,55,55,55,55,55,56,56,56,56,57,57,57,56,57,58,58,58,57,57,56,56,56,57,52,53,54,59,38,50,51,56,60,57,59,60,70,54,73,56,74,78,61,56,58,55,53,58,53,59,56,57,53,6,11,11,6,10,59
Che Shiwei,V,54,54,54,57,56,56,56,57,57,57,57,58,54,54,54,58,53,51,51,51,53,52,50,50,50,52,55,46,42,60,42,58,64,43,51,55,69,72,76,55,66,50,60,61,74,50,48,42,58,59,47,49,49,42,44,6,12,12,6,5,59
F. Bjørkan,B,52,52,52,54,53,53,53,54,53,53,53,54,53,53,53,54,57,55,55,55,57,57,56,56,56,57,49,49,52,58,37,46,38,32,50,57,71,71,68,55,74,45,70,62,58,47,51,55,52,48,42,48,56,58,56,9,13,10,12,9,59
J. Córdova,B,48,48,48,54,51,51,51,54,52,52,52,55,53,53,53,55,57,54,54,54,57,57,54,54,54,57,56,29,48,55,26,58,52,31,55,54,73,72,86,50,89,52,60,66,47,48,50,52,47,46,37,39,54,62,57,9,8,6,6,11,59
T. Marsh,N,58,58,58,58,58,58,58,58,56,56,56,57,50,50,50,57,47,44,44,44,47,46,42,42,42,46,45,62,46,49,44,57,44,32,45,49,83,83,75,61,63,61,68,58,64,54,46,42,59,54,59,52,37,25,23,10,10,7,8,14,59
L. Merolla,B,38,38,38,32,33,33,33,32,32,32,32,34,38,38,38,34,48,50,50,50,48,50,57,57,57,50,29,25,69,43,24,27,26,24,35,37,31,48,30,58,35,36,30,59,85,24,45,62,17,25,30,53,53,57,54,14,9,8,15,12,59
V. Wojtkowiak,B,44,44,44,45,44,44,44,45,47,47,47,47,50,50,50,47,54,55,55,55,54,55,57,57,57,55,50,27,62,56,37,36,38,34,52,54,65,56,49,49,70,49,66,59,67,51,61,57,24,54,22,51,51,59,57,6,7,11,14,11,59
G. Verón,N,58,58,58,54,56,56,56,54,54,54,54,53,49,49,49,53,43,43,43,43,43,42,44,44,44,42,36,66,66,52,48,55,41,36,33,61,59,52,49,49,62,56,62,62,60,49,54,22,55,53,62,49,55,26,27,8,10,8,6,8,59
T. Miyazaki,V,51,51,51,55,53,53,53,55,56,56,56,58,60,60,60,58,62,61,61,61,62,62,59,59,59,62,75,23,68,70,31,47,35,41,65,59,57,64,81,64,76,64,77,67,58,51,56,67,44,63,30,70,39,60,62,16,11,14,11,16,59
J. Al Shammari,V,51,51,51,51,52,52,52,51,54,54,54,54,57,57,57,54,54,58,58,58,54,54,57,57,57,54,43,31,61,62,37,58,37,37,63,60,58,48,48,46,65,59,68,72,70,43,63,52,53,58,61,56,61,57,46,10,8,6,9,5,59
F. Pintos,V,54,54,54,55,55,55,55,55,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,49,43,59,59,41,57,45,42,60,62,66,73,63,61,64,57,72,63,65,47,52,52,38,61,47,54,54,57,54,9,11,14,11,12,59
Maikel Santana,B,50,50,50,49,49,49,49,49,49,49,49,51,53,53,53,51,57,57,57,57,57,57,58,58,58,57,57,33,64,58,32,51,58,48,55,53,58,35,50,61,33,57,62,66,47,46,64,56,53,37,43,41,56,64,62,13,16,13,7,14,59
K. Hoffmann,V,53,53,53,58,56,56,56,58,58,58,58,58,54,54,54,58,47,46,46,46,47,45,41,41,41,45,49,52,37,59,39,66,45,43,57,64,65,68,64,53,67,46,51,55,68,44,38,20,50,55,44,57,42,30,37,14,7,11,13,6,59
I. Arai,B,37,37,37,33,33,33,33,33,32,32,32,34,34,34,34,34,48,47,47,47,48,52,58,58,58,52,20,18,65,34,20,26,25,21,24,33,66,66,38,47,51,37,73,62,76,24,43,49,22,29,32,52,61,64,63,8,5,8,8,5,59
A. Kecskés,B,40,40,40,37,37,37,37,37,37,37,37,39,41,41,41,39,50,50,50,50,50,53,57,57,57,53,34,26,56,39,29,30,28,37,37,38,58,52,46,54,51,41,72,64,74,26,47,58,32,35,50,55,58,61,60,12,5,13,14,11,59
Li Benjian,V,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,55,54,54,54,55,56,58,52,57,59,58,48,41,55,57,53,58,59,57,57,61,59,74,63,62,60,48,54,60,40,60,60,52,47,14,13,15,12,12,59
Cha Yeong Hwan,B,40,40,40,39,39,39,39,39,41,41,41,42,46,46,46,42,52,55,55,55,52,54,58,58,58,54,23,24,57,59,23,30,30,29,56,39,64,61,55,54,58,35,52,59,62,22,56,58,27,35,35,56,59,62,61,12,6,15,13,14,59
M. Sawa,N,58,58,58,53,55,55,55,53,53,53,53,51,47,47,47,51,40,40,40,40,40,38,40,40,40,38,32,60,57,53,61,58,58,35,40,52,55,56,55,61,67,63,65,51,64,59,60,20,59,39,61,53,24,26,25,6,15,14,12,13,59
Sergio Gónzalez,B,38,38,38,37,37,37,37,37,37,37,37,39,40,40,40,39,51,50,50,50,51,55,58,58,58,55,28,22,55,43,36,36,28,36,35,34,58,59,49,53,56,43,67,56,51,23,50,54,28,34,41,43,62,68,74,10,12,14,8,6,59
W. Burger,V,57,57,57,57,58,58,58,57,58,58,58,58,58,58,58,58,56,57,57,57,56,56,56,56,56,56,47,45,60,64,36,62,62,38,56,67,68,66,59,56,47,65,68,62,70,58,56,51,45,56,49,53,54,52,50,10,5,10,6,10,59
A. Hernández,N,58,58,58,55,56,56,56,55,56,56,56,54,51,51,51,54,42,42,42,42,42,41,40,40,40,41,37,60,57,55,54,55,50,43,45,57,60,60,62,54,60,59,65,55,67,55,35,25,58,56,60,55,28,27,30,15,12,10,6,10,59
O. Ashoor,B,43,43,43,47,44,44,44,47,45,45,45,50,47,47,47,50,58,54,54,54,58,58,56,56,56,58,54,26,43,48,29,51,35,34,46,42,68,72,64,53,76,24,61,81,70,23,53,58,48,37,33,44,60,58,59,7,15,10,10,8,59
E. Sonupé,V,55,55,55,57,57,57,57,57,56,56,56,57,54,54,54,57,52,50,50,50,52,51,48,48,48,51,50,41,60,56,42,62,42,48,51,56,78,68,65,60,55,61,57,57,50,48,63,45,58,53,49,51,25,48,46,8,14,7,15,13,59
W. Patching,V,54,54,54,57,57,57,57,57,59,59,59,58,57,57,57,58,50,50,50,50,50,48,43,43,43,48,50,47,43,65,39,60,65,70,64,63,68,64,66,53,67,68,63,54,60,57,43,43,42,62,40,53,20,40,39,6,7,12,5,10,59
M. Kremer,V,61,61,61,60,60,60,60,60,58,58,58,58,49,49,49,58,44,38,38,38,44,41,35,35,35,41,55,63,57,53,49,57,66,65,32,59,77,76,77,56,76,69,69,63,56,62,34,17,58,55,63,44,39,10,12,6,12,6,10,10,59
J. Vergara Berrio,V,54,54,54,58,57,57,57,58,59,59,59,60,58,58,58,60,54,53,53,53,54,53,48,48,48,53,56,51,40,69,44,62,53,48,65,59,67,68,62,56,73,54,51,58,52,45,53,34,53,55,54,60,44,50,51,12,13,11,10,8,59
D. Wright,V,53,53,53,56,56,56,56,56,57,57,57,58,57,57,57,58,56,57,57,57,56,56,53,53,53,56,40,50,42,64,41,58,47,35,61,56,70,77,79,58,73,52,56,71,60,36,50,54,50,55,49,55,52,54,47,14,13,14,8,10,59
K. Alexandersson,N,57,57,57,49,52,52,52,49,49,49,49,48,44,44,44,48,36,37,37,37,36,36,37,37,37,36,27,61,64,42,53,46,30,32,30,51,52,60,46,58,39,58,42,70,79,46,67,11,60,46,56,52,28,13,18,11,14,15,7,12,59
N. Konstandopoulos,V,49,49,49,54,54,54,54,54,56,56,56,56,57,57,57,56,54,56,56,56,54,52,50,50,50,52,39,40,45,65,33,63,34,32,58,63,57,54,65,52,65,42,38,71,55,35,53,51,50,56,43,58,54,47,45,11,13,11,11,14,59
S. Seferings,V,58,58,58,58,58,58,58,58,58,58,58,58,54,54,54,58,49,48,48,48,49,47,46,46,46,47,51,57,49,58,42,61,58,55,55,60,66,64,60,60,62,63,55,54,69,53,49,36,57,52,48,48,39,36,33,14,12,14,11,9,59
I. El Kabbou,N,58,58,58,57,59,59,59,57,58,58,58,56,53,53,53,56,41,39,39,39,41,39,34,34,34,39,37,62,55,56,56,61,59,41,48,58,63,64,62,61,63,65,56,58,47,63,36,17,48,62,60,56,22,19,18,8,9,11,11,12,59
B. Mensah,V,56,56,56,59,59,59,59,59,59,59,59,58,54,54,54,58,43,42,42,42,43,41,36,36,36,41,37,57,50,55,49,66,57,42,53,58,78,78,75,52,84,53,52,54,53,52,34,37,52,64,64,49,18,23,17,7,14,8,13,9,59
Cui Peng,V,54,54,54,55,55,55,55,55,57,57,57,57,58,58,58,57,56,58,58,58,56,55,56,56,56,55,65,57,60,61,25,52,50,45,63,61,38,55,56,62,49,52,65,67,66,56,62,46,45,63,66,60,62,51,50,7,10,12,16,14,59
Zhang Wei,B,44,44,44,49,46,46,46,49,47,47,47,52,49,49,49,52,57,54,54,54,57,57,56,56,56,57,56,23,53,55,29,54,33,31,46,46,68,72,63,56,79,29,79,72,63,22,53,58,42,41,39,46,50,57,55,13,15,12,13,8,59
F. López,N,56,56,56,59,58,58,58,59,57,57,57,57,48,48,48,57,44,39,39,39,44,43,38,38,38,43,41,59,52,52,51,67,41,33,36,58,77,82,76,51,78,54,69,52,40,53,30,14,50,56,60,49,55,22,23,6,9,13,11,9,59
T. van den Belt,V,51,51,51,54,55,55,55,54,57,57,57,56,57,57,57,56,54,56,56,56,54,55,55,55,55,55,48,35,60,66,34,58,47,47,64,60,59,64,50,47,70,55,57,42,40,37,57,46,56,64,48,43,52,63,60,14,9,14,14,9,59
Tan Wangsong,B,54,54,54,54,54,54,54,54,55,55,55,55,57,57,57,55,58,60,60,60,58,58,61,61,61,58,57,51,52,58,54,54,49,52,57,53,45,50,75,58,63,57,66,74,73,53,79,52,59,58,48,57,68,60,62,6,10,11,16,10,59
M. Lund,B,43,43,43,42,42,42,42,42,42,42,42,42,45,45,45,42,51,53,53,53,51,53,58,58,58,53,27,23,54,48,27,42,58,59,40,49,65,53,57,45,66,56,73,57,66,60,49,59,26,35,30,40,68,62,54,9,12,7,12,6,59
M. Busi,B,40,40,40,40,38,38,38,40,39,39,39,42,42,42,42,42,53,52,52,52,53,55,58,58,58,55,47,25,61,49,26,28,26,28,46,35,66,67,67,49,63,40,68,60,65,23,61,55,29,35,36,38,47,66,65,8,14,11,7,12,59
D. Chambost,V,53,53,53,58,56,56,56,58,58,58,58,58,55,55,55,58,50,48,48,48,50,49,44,44,44,49,59,52,46,63,47,56,51,53,60,62,68,64,63,52,65,56,49,48,44,42,42,27,51,63,59,65,42,45,41,11,11,8,11,10,59
M. Steeves,N,58,58,58,54,54,54,54,54,52,52,52,54,50,50,50,54,47,46,46,46,47,45,45,45,45,45,55,57,61,49,55,57,23,23,45,54,57,60,44,55,50,60,61,67,76,54,55,50,60,40,29,55,23,40,13,15,18,10,15,17,59
A. Ceylan,V,51,51,51,57,54,54,54,57,55,55,55,57,49,49,49,57,45,41,41,41,45,43,35,35,35,43,50,49,39,55,37,63,35,39,47,62,77,72,92,48,89,45,60,64,37,28,48,21,50,49,46,58,39,22,21,11,12,13,7,8,59
